ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	SOURCE	PROTOSET	CONCEPTINSOURCE	UNCERTAINCOGNACY
4025	Tacana	*pisar,arañar	tidhi-	tidhi-	t i ð i		439		430	pisar	
4026	EseEjja	*pisar,arañar	kiši-	kiši-	k i ʃ i		439		430	pisar,arañar	
4027	EseEjja	*pisar,arañar	kiši-šaba	kiši-šaba	k i ʃ i + ʃ a b a		439		430	escarbar	
4028	Huarayo	*pisar,arañar	tiši~kiši-	tiši	t i ʃ i		439		430	pisar	
4297	ProtoTakana	*pié	wac̣i~wazi	wac̣i	w a ʈʂ i		466		454	pié	
4298	Tacana	*pié	e-waci	e-waci	e + w a ʈʂ i	Concepts 'rastro,pisada' taken from Armentia	466		454	pié,rastro,pisada	
4299	Tacana	*pié	e-waci tiadi	e-waci_tiadi	e + w a ʈʂ i + t i a d i		466	Armentia1887	454	talon	
4300	Tacana	*pié	e-waci metidi	e-waci_metidi	e + w a ʈʂ i + m e t i d i		466	Armentia1887	454	uña del pié	
4301	Reyesano	*pié	e-waci	e-waci	e + w a ts i		466		454	foot	
4302	Maropa	*pié	éhuotsi	éhuotsi	é/e h u o t s i		466	Nordenskiöld1905	454	foot	
4303	Maropa	*pié	evatri	evatri	e β a t r i		466	Heath1883	454	foot	
4304	Sapibokona	*pié	ebbachi	ebbachi	e b b a ts h i		466		454	foot	
4305	Araona	*pié	euatsi	euatsi	e u a t s i		466		454	pié	
4306	Mabenaro	*pié	iwatsi	iwatsi	i w a t s i		466		454	foot	
4307	Cavinena	*pié	e-wači	e-wači	e + w a tʃ i		466		454	pié,pata (de animal)	
4308	Cavinena	*pié	wači-wači-ke	wači-wači-ke	w a tʃ i + w a tʃ i + k e		466		454	cienpiés	
4309	Cavinena	*pié	e-wasi	e-wasi	e + w a s i	Latter forms apparently from *e-wazi	466		454	pata (de mueblos)	
4310	Cavinena	*pié	e-wasi-mere	e-wasi-mere	e + w a s i + m e r e	Latter forms apparently from *e-wazi	466		454	espinilla	
4311	EseEjja	*pié	e-wasi	e-wasi	e + w a s i		466		454	pié	
4312	EseEjja	*pié	e-wasi-ai-ai	e-wasi-ai-ai	e + w a s i + a i + a i		466		454	dedo gran del pié	
4313	EseEjja	*pié	e-wa-kiši	e-wa-kiši	e + w a + k i ʃ i		466		454	uña (del pié?)	
4314	Huarayo	*pié	e-wa-tisi	e-wa-tisi	e + w a + t i s i		466		454	uña	
4315	Arasa	*pié	e-huatise	e-huatise	e + h u a t i s e		466		454	toenail	
4316	Arasa	*pié	ehäuši-sisi	ehäuši-sisi	e h a u ʃ i + s i s i		466		454	toe	
4317	Arasa	*pié	ehäuši	ehäuši	e h a u ʃ i		466		454	foot	
1952	ProtoTakana	*planta de plátano	ka-	ka-	k a	*ka3?	228		200	planta de plátano	
1953	Tacana	*planta de plátano	ha-riri	ha-riri	h a + r i r i		228		200	camote	
1954	Tacana	*planta de plátano	ha-pa-ina	ha-pa-ina	h a + p a + i n a		228		200	patujú (planta con hoja como de plátano)	
1955	Tacana	*planta de plátano	ha-pa-uru	ha-pa-uru	h a + p a + u r u		228		200	platanillo	
1956	Tacana	*planta de plátano	ha-sau	ha-sau	h a + s a u		228		200	achachairú (fruta)	
1957	Tacana	*planta de plátano	e-ha-si	e-ha-si	e + h a + s i		228		200	papa redondo	
1958	Tacana	*planta de plátano	ha-ta	ha-ta	h a + t a		228		200	cogollo de palmeras	
1959	EseEjja	*planta de plátano	e-xa-wi	e-xa-wi	e + x a + w i		228		200	plátano	
1960	EseEjja	*planta de plátano	e-xa-wise	e-xa-wise	e + x a + w i s e		228		200	planta del plátano	
4546	ProtoTakana	*plantar,clavar	wuyu	wuyu	w u j u	cf. *uwa	489		483	plantar,clavar	
4547	Tacana	*plantar,clavar	huču-	huču-	h u tʃ u		489		483	plantar,clavar	
4548	Tacana	*plantar,clavar	huču-huču	huču-huču	h u tʃ u + h u tʃ u		489		483	fangoso	
4549	Reyesano	*plantar,clavar	wočo-wočo	wočo-wočo	w o tʃ o + w o tʃ o		489		483	dirt	
4550	Cavinena	*plantar,clavar	oyo-da	oyo-da	o j o + d a		489		483	fangoso	
4551	Cavinena	*plantar,clavar	oyo-oyo	oyo-oyo	o j o + o j o		489		483	barro,lodo	
4680	ProtoTakana	*plato	sepe	sepe	s e p e		395		496	plato	
4681	Tacana	*plato	dhepe	dhepe	ð e p e		395		496	plato	
4682	Araona	*plato	sepe	sepe	s e p e		395		496	assiette	
4683	Huarayo	*plato	tepe	tepe	t e p e		395		496	taza	
2271	ProtoTakana	*plural suffix, noun and pronoun	-kwana	-kwana	kʷ a n a		12		234	plural suffix, noun and pronoun	
2272	Tacana	*plural suffix, noun and pronoun	-kwana	-kwana	kʷ a n a		12		234	plural suffix, noun and pronoun	
2273	Cavinena	*plural suffix, noun and pronoun	-kwana	-kwana	kʷ a n a		12		234	plural suffix, noun and pronoun	
2274	EseEjja	*plural suffix, noun and pronoun	-kwana	-kwana	kʷ a n a		12		234	plural suffix, noun and pronoun	
2939	ProtoTakana	*plátano,pacay	nasa	nasa	n a s a		335		311	plátano,pacay	
2940	Tacana	*plátano,pacay	nasa	nasa	n a s a		335		311	plátano	
2941	Tacana	*plátano,pacay	nasa-turu	nasa-turu	n a s a + t u r u		335		311	pacay (árbol)	
2942	Tacana	*plátano,pacay	nadha	nadha	n a ð a		335		311	banana	
2943	Mabenaro	*plátano,pacay	naha	naha	n a h a		335		311	pantain	
2944	Cavinena	*plátano,pacay	naha	naha	n a h a		335		311	pacay	
2945	Huarayo	*plátano,pacay	naha	naha	n a h a		335		311	pacae,pacay	
3501	ProtoTakana	*podrir	řiři	řiři	ɽ i ɽ i		523		373	podrir	
3502	Tacana	*podrir	e-riri	e-riri	e + r i r i		523	Armentia1887	373	se ha de acabar,esterminar	
3503	Cavinena	*podrir	e-riri	e-riri	e + r i r i		523		373	podrido	
3504	Cavinena	*podrir	riri-bakwa	riri-bakwa	r i r i + b a kʷ a		523		373	yoperojobobo (víbora venenosa)	
3505	Cavinena	*podrir	riri-	riri-	r i r i	Concept 'corromper' taken from Armentia	523		373	podrir,corromper	
4334	ProtoTakana	*poner	wana	wana	w a n a		469		459	poner	
4335	Tacana	*poner	wana-	wana-	w a n a		469		459	tender,poner,dejer	
4336	Tacana	*poner	iče-wana-	iče-wana-	i tʃ e + w a n a		469		459	matar (pegando)	
4337	Cavinena	*poner	wana-	wana-	w a n a		469		459	poner,huir	
4338	EseEjja	*poner	wwana-	wwana-	w w a n a		469		459	guardar	
4339	EseEjja	*poner	wana-dobe-a-	wana-dobe-a-	w a n a + d o b e + a		469		459	guardar adentro	
4340	EseEjja	*poner	wana-oke-a-	wana-oke-a-	w a n a + o k e + a		469		459	echar abajo	
4341	EseEjja	*poner	wana-sowa-	wana-sowa-	w a n a + s o w a		469		459	guardar arriba	
4342	EseEjja	*poner	baʔe-wana-sowa-	baʔe-wana-sowa-	b a ʔ e + w a n a + s o w a		469		459	colgar	
4343	Huarayo	*poner	wana-	wana-	w a n a		469		459	poner	
2317	ProtoTakana	*possessive affix	-kwe-	-kwe-	kʷ e	apparently only employed with 1st and 2nd person pronouns (e.g. Tak ke-ma 'my', mi-ke-da 'thy', Kav e-kwe 'my', mi-kwe 'thy', Ese e-kwe-a 'my')	14		241	possessive affix	
2318	Tacana	*possessive affix	-ke	-ke	k e		14		241	possessive affix	
2319	Cavinena	*possessive affix	-kwe	-kwe	kʷ e		14		241	possessive affix	
2320	EseEjja	*possessive affix	-kwe	-kwe	kʷ e		14		241	possessive affix	
2321	Reyesano	*possessive affix	ki-	ki-	k i		14		241	possessive prefix	
3528	ProtoTakana	*possessive suffix	-sa	-sa	s a		22		375	possessive suffix	
3529	Tacana	*possessive suffix	-sa	-sa	s a		22		375	possessive suffix	
3530	Cavinena	*possessive suffix	-ha	-ha	h a		22		375	possessive suffix	
3531	EseEjja	*possessive suffix	-ha,-hea	-ha	h a		22		375	possessive suffix	
2026	ProtoTakana	*pozo	kani	kani	k a n i		235		207	pozo	
2027	Tacana	*pozo	e-cui-hani	e-cui-hani	e + ʈʂ u i + h a n i		235		207	garganta	
2028	Tacana	*pozo	e-biani	e-biani	e + b i a n i		235	Armentia1887	207	narices	
2029	Cavinena	*pozo	kani	kani	k a n i		235		207	pozo,hueco,agujero,cueva,pauroi	
2030	Cavinena	*pozo	kani-ne-	kani-ne-	k a n i + n e		235		207	agujerear	
2031	Cavinena	*pozo	kani-isa	kani-isa	k a n i + i s a		235	Armentia1887	207	empozar	
2032	Cavinena	*pozo	e-bi-kani	e-bi-kani	e + b i + k a n i		235	Armentia1887	207	manga	
2033	Cavinena	*pozo	e-cori-kani	e-cori-kani	e + ts o r i + k a n i		235		207	garganta	
2034	Cavinena	*pozo	ihaka-kani	ihaka-kani	i h a k a + k a n i		235		207	oído	
2035	EseEjja	*pozo	xani	xani	x a n i		235		207	cueva,nido	
2036	EseEjja	*pozo	e-xani eteowexa	e-xani_eteowexa	e + x a n i + e t e o w e x a		235		207	noria	
2037	Huarayo	*pozo	e-hani	e-hani	e + h a n i		235		207	pozo en la tierra	
2038	Huarayo	*pozo	ena-háni-ho	ena-háni-ho	e n a + h á/a n i + h o		235		207	pozo en el agua	
4645	ProtoTakana	*prender	zař{a/e}	zařA	z a ɽ a|e/a		500		493	prender	
4646	Tacana	*prender	dharara	dharara	ð a r a r a		500		493	rayo	
4647	Tacana	*prender	dhare-dhare	dhare-dhare	ð a r e + ð a r e		500		493	pintado	
4648	Tacana	*prender	e-dhawa	e-dhawa	e + ð a w a		500		493	tizón de fuego	
4649	Tacana	*prender	dhari-a-	dhari-a-	ð a r i + a		500		493	prender,encender	
4650	Reyesano	*prender	sarara	sarara	s a r a r a		500		493	lightning	
4651	EseEjja	*prender	tao po-a-	tao_po-a-	t a o + p o + a	cognate?	500		493	chispear	
2355	ProtoTakana	*primero	kwene	kwene	kʷ e n e		270		244	primero	
2356	Tacana	*primero	e-kene	e-kene	e + k e n e		270		244	primero	
2357	Cavinena	*primero	i-kwene	i-kwene	i + kʷ e n e		270		244	primero,adelante,antes	
1844	ProtoTakana	*pudrirse	iwi-	iwi-	i w i	cf. *wi-	212		174	pudrirse	
1845	Tacana	*pudrirse	iwi-da	iwi-da	i β i + d a		212		174	hedionda,podrido	
1846	Cavinena	*pudrirse	iwi-da	iwi-da	i β i + d a		212		174	olor mal,hediondez	
1847	EseEjja	*pudrirse	iwi-	iwi-	i w i		212		174	pudrirse	
1848	EseEjja	*pudrirse	kea-iwi	kea-iwi	k e a + i w i		212		174	stench	
1849	EseEjja	*pudrirse	e-ʔiwi	e-ʔiwi	e + ʔ i w i		212		174	podrido	
1850	Huarayo	*pudrirse	kia-íbui	kia-íbui	k i a + í/i b u i		212		174	hediondo	
1851	Huarayo	*pudrirse	ibuí-ama	ibuí-ama	i b u í/i + a m a		212		174	no es hediondo	
1852	Huarayo	*pudrirse	eíbuí~eíui	eíbuí	e í/i b u í/i		212		174	heder	
1853	Huarayo	*pudrirse	ibi-a-	ibi-a-	i b i + a		212		174	pudrirse	
1854	Huarayo	*pudrirse	ibi-yota-aha	ibi-yota-aha	i b i + j o t a + a h a		212		174	no se pudre	
2123	ProtoTakana	*pueblo	kude	kude	k u d e		249		222	pueblo	
2124	Tacana	*pueblo	e-hode	e-hode	e + h o d e		249		222	pueblo	
2125	Tacana	*pueblo	ani-hude	ani-hude	a n i + h u d e		249		222	vivienda,lugar	
2126	Reyesano	*pueblo	e-hondze	e-hondze	e + h o n d z e		249		222	town,village	
1649	ProtoTakana	*puerco espín	ija	ija	i ʃ a		197		155	puerco espín	
1650	Tacana	*puerco espín	iřa	iřa	i ɽ a		197		155	puerco espín	
1651	Tacana	*puerco espín	akiřa	akiřa	a k i ɽ a		197		155	espina	
1652	Cavinena	*puerco espín	iha	iha	i h a		197		155	puerco espín	
1653	Cavinena	*puerco espín	iha-ha-	iha-ha-	i h a + h a		197		155	limar	
1654	Cavinena	*puerco espín	akwiha	akwiha	a kʷ i h a		197		155	espina	
1655	Cavinena	*puerco espín	isasa	isasa	i s a s a	cognate?	197	Armentia1887	155	erizar	
1656	EseEjja	*puerco espín	xiša	xiša	x i ʃ a	x < ?	197		155	puerco espín	
1657	EseEjja	*puerco espín	išá-	išá-	i ʃ á/a		197		155	sacar (cuero o cáscara)	
1658	EseEjja	*puerco espín	xa-iša-ki-	xa-iša-ki-	x a + i ʃ a + k i		197		155	rasparse	
1659	EseEjja	*puerco espín	išo-	išo-	i ʃ o		197		155	afilar	
1660	EseEjja	*puerco espín	akwiša	akwiša	a kʷ i ʃ a		197		155	espina	
1661	Huarayo	*puerco espín	hiša	hiša	h i ʃ a		197		155	puerco espín	
1662	Arasa	*puerco espín	ešeuviseuvi	ešeuviseuvi	e ʃ e u β i s e u β i		197		155	scratch oneself	
1154	ProtoTakana	*puerta,afuera	c̣ekwe	c̣ekwe	ʈʂ e kʷ e		145		103	puerta,afuera	
1155	Tacana	*puerta,afuera	e-ceke	e-ceke	e + ʈʂ e k e		145		103	patio	
1156	Tacana	*puerta,afuera	e-ceke-ne	e-ceke-ne	e + ʈʂ e k e + n e		145		103	doorway,outside	
1157	Tacana	*puerta,afuera	e-ceke-su	e-ceke-su	e + ʈʂ e k e + s u		145		103	a fuera	
1158	Tacana	*puerta,afuera	e-ceke-ini	e-ceke-ini	e + ʈʂ e k e + i n i		145		103	puerta,entrada	
1159	Tacana	*puerta,afuera	e-ceke-dia	e-ceke-dia	e + ʈʂ e k e + d i a		145	Armentia1887	103	abrir	
1160	Tacana	*puerta,afuera	e-ceke-dia-hihi	e-ceke-dia-hihi	e + ʈʂ e k e + d i a + h i h i		145	Armentia1887	103	abierto	
1161	Tacana	*puerta,afuera	e-ceke-he	e-ceke-he	e + ʈʂ e k e + h e		145	Armentia1887	103	por afuera	
1162	Tacana	*puerta,afuera	e-ceke-ni-su	e-ceke-ni-su	e + ʈʂ e k e + n i + s u		145	Armentia1887	103	afuera	
1163	Cavinena	*puerta,afuera	e-cekwe	e-cekwe	e + ts e kʷ e		145		103	puerta,afuera	
1164	EseEjja	*puerta,afuera	e-sekwe	e-sekwe	e + s e kʷ e		145		103	puerta,abertura	
1165	EseEjja	*puerta,afuera	e-sekwe-ho eneke	e-sekwe-ho_eneke	e + s e kʷ e + h o + e n e k e		145		103	está afuera	
1166	EseEjja	*puerta,afuera	e-sekwe-asixe-kwaya	e-sekwe-asixe-kwaya	e + s e kʷ e + a s i x e + kʷ a j a		145		103	salir afuera	
1167	Huarayo	*puerta,afuera	e-sekwe-tahi	e-sekwe-tahi	e + s e kʷ e + t a h i		145		103	puerta	
1168	Huarayo	*puerta,afuera	sekwe-taʔa-	sekwe-taʔa-	s e kʷ e + t a ʔ a		145		103	cerrar	
1169	Huarayo	*puerta,afuera	sekwe-taʔa-tahi	sekwe-taʔa-tahi	s e kʷ e + t a ʔ a + t a h i		145		103	cerrable	
1064	ProtoTakana	*punta de flecha hecha de tacuara raspada	c̣ati	c̣ati	ʈʂ a t i		137		95	punta de flecha hecha de tacuara raspada	
1065	Tacana	*punta de flecha hecha de tacuara raspada	cati	cati	ʈʂ a t i		137		95	punta de flecha hecha de tacuara raspada	
1066	Cavinena	*punta de flecha hecha de tacuara raspada	cati	cati	ts a t i		137		95	unta de tacuara de flecha	
1067	Arasa	*punta de flecha hecha de tacuara raspada	sāti	sāti	s a t i		137		95	flèche à pointe de caña brava	
982	ProtoTakana	*pus,materia	busu	busu	b u s u	*bu2+su?	129		86	materia	
983	Tacana	*pus,materia	busu	busu	b u s u		129		86	pus,materia	
984	Cavinena	*pus,materia	e-boho-co	e-boho-co	e + b o h o + ts o		129		86	materia,pus	
985	Cavinena	*pus,materia	ami-boho	ami-boho	a m i + b o h o		129		86	disentería	
986	Cavinena	*pus,materia	buhu-cu	buhu-cu	b u h u + ts u		129	Armentia1887	86	apostema	
987	Huarayo	*pus,materia	boho	boho	b o h o		129		86	pus	
3288	ProtoTakana	*puño	pu-	pu-	p u		373		352	puño	
3289	Tacana	*puño	pu-či-pu-či-a-	pu-či-pu-či-a-	p u + tʃ i + p u + tʃ i + a		373		352	hacer bollo (e.g., de papal)	
3290	Tacana	*puño	ha-me-pu-či-ti	ha-me-pu-či-ti	h a + m e + p u + tʃ i + t i		373		352	puño	
3291	Cavinena	*puño	e-bi-po-kaka	e-bi-po-kaka	e + b i + p o + k a k a		373		352	puño,puñete	
3292	Cavinena	*puño	e-bi-po-kaka-ti-a-	e-bi-po-kaka-ti-a-	e + b i + p o + k a k a + t i + a		373		352	dar puñete	
3293	Cavinena	*puño	pu-kaka-da	pu-kaka-da	p u + k a k a + d a		373	Armentia1887	352	bala,bola	
30	ProtoTakana	*quedarse,*tener,*estar	ani	ani	a n i	see also *ni	39		1	quedarse,tener,estar	
31	Tacana	*quedarse,*tener,*estar	ani-	ani-	a n i	concepts 'estar,tener' taken from Armentia	39		1	quedarse,estar,tener	
32	Tacana	*quedarse,*tener,*estar	ani-dera-	ani-dera-	a n i + d e r a	concept 'mudar de lugar' taken from Armentia	39		1	apartar,retirar,mudar de lugar	
33	Tacana	*quedarse,*tener,*estar	ani-seheu-	ani-seheu-	a n i + s e h e u		39		1	andar a quedarse	
34	Tacana	*quedarse,*tener,*estar	ani-hude	ani-hude	a n i + h u d e	concept 'parte ó lugar' taken from Armentia	39		1	vivienda,lugar,parte ó lugar	
35	Tacana	*quedarse,*tener,*estar	ani-ute-	ani-ute-	a n i + u t e		39		1	sentar	
36	Tacana	*quedarse,*tener,*estar	e-ani-hi	e-ani-hi	e + a n i + h i		39	Armentia1887	1	asiento	
37	Tacana	*quedarse,*tener,*estar	ani-a	ani-a	a n i + a		39		1	lindo,bonito,hermoso	
38	Tacana	*quedarse,*tener,*estar	ani-a-ani-a	ani-a-ani-a	a n i + a + a n i + a		39		1	muy lindo	
39	Tacana	*quedarse,*tener,*estar	ani-a-čidi	ani-a-čidi	a n i + a + tʃ i d i		39		1	lindo, hermoso	
40	Reyesano	*quedarse,*tener,*estar	ani-po-he	ani-po-he	a n i + p o + h e		39		1	seated	
41	Maropa	*quedarse,*tener,*estar	ani-buteje	ani-buteje	a n i + b u t e j e		39	Cardús1886	1	siéntate	
42	Guariza	*quedarse,*tener,*estar	anibuteni	anibuteni	a n i b u t e n i		39		1	sits	
43	Araona	*quedarse,*tener,*estar	eani	eani	e a n i		39		1	il y a	
44	Cavinena	*quedarse,*tener,*estar	ani-	ani-	a n i		39		1	tener,hay,vivir,sentir,quedar	
45	Cavinena	*quedarse,*tener,*estar	ani-moida	ani-moida	a n i + m o i d a		39		1	vive bien serio	
46	Cavinena	*quedarse,*tener,*estar	ani-bote	ani-bote	a n i + b o t e		39		1	sentar,aterrizar	
47	Cavinena	*quedarse,*tener,*estar	e-ani-kware	e-ani-kware	e + a n i + kʷ a r e		39		1	pascana,campamento	
48	Cavinena	*quedarse,*tener,*estar	ani	ani	a n i		39	Armentia1887	1	condición,complexión,zurdo	
49	Cavinena	*quedarse,*tener,*estar	ani-baekwa	ani-baekwa	a n i + b a e kʷ a	:ani+baekwa 'no sabe'	39	Armentia1887	1	errante	
50	Cavinena	*quedarse,*tener,*estar	e-ani-ki	e-ani-ki	e + a n i + k i		39	Armentia1887	1	guarida	
51	Cavinena	*quedarse,*tener,*estar	e-ani-ki-ki	e-ani-ki-ki	e + a n i + k i + k i		39	Armentia1887	1	matriz	
52	EseEjja	*quedarse,*tener,*estar	ani-oke-	ani-oke-	a n i + o k e		39		1	sentar	
53	EseEjja	*quedarse,*tener,*estar	ani-	ani-	a n i		39		1	estar	
54	EseEjja	*quedarse,*tener,*estar	ani-sowa-ki-	ani-sowa-ki-	a n i + s o w a + k i		39		1	subir,levantar	
55	EseEjja	*quedarse,*tener,*estar	ani-kwa	ani-kwa	a n i + kʷ a		39		1	de paseo	
56	Huarayo	*quedarse,*tener,*estar	ani-	ani-	a n i		39		1	sentarse	
57	Huarayo	*quedarse,*tener,*estar	ani-ke-	ani-ke-	a n i + k e		39		1	sentarse	
58	Huarayo	*quedarse,*tener,*estar	ani-hi	ani-hi	a n i + h i		39		1	sentado	
59	Huarayo	*quedarse,*tener,*estar	ani-	ani-	a n i		39		1	vivir,estar	
4018	ProtoTakana	*quejido	tisi	tisi	t i s i		438		429	quejido	
4019	Tacana	*quejido	tisi-tisi-	tisi-tisi-	t i s i + t i s i		438		429	quejarse	
4020	Tacana	*quejido	etitsi	etitsi	e t i t s i		438	Armentia1887	429	quejido	
4021	EseEjja	*quejido	kihi-kihi-	kihi-kihi-	k i h i + k i h i		438		429	palpitar	
4022	EseEjja	*quejido	e-kihi-xi	e-kihi-xi	e + k i h i + x i		438		429	corazón	
4023	Arasa	*quejido	etiluši	etiluši	e t i l u ʃ i	cognate?	438		429	heart	
3889	ProtoTakana	*quemar	tiru	tiru	t i r u		437		419	quemar	
3890	Tacana	*quemar	ti-u-	ti-u-	t i + u		437		419	quemar la comida	
3891	Tacana	*quemar	e-ti-u-ni	e-ti-u-ni	e + t i + u + n i		437	Armentia1887	419	quemazon,incendio	
3892	Cavinena	*quemar	tiru-biša-	tiru-biša-	t i r u + b i ʃ a		437		419	quemar la mitad	
3893	Cavinena	*quemar	e-tiro-sewe-kaka	e-tiro-sewe-kaka	e + t i r o + s e β e + k a k a		437		419	tarumá (árbol y fruta)	
3894	Cavinena	*quemar	tiro-	tiro-	t i r o		437		419	quemar,chamuscar	
3895	Cavinena	*quemar	e-tiro-sewe	e-tiro-sewe	e + t i r o + s e β e		437		419	carbón	
3896	EseEjja	*quemar	kea-kiyo	kea-kiyo	k e a + k i j o		437		419	caliente	
3897	EseEjja	*quemar	kiyo-wexe-	kiyo-wexe-	k i j o + w e x e		437		419	arder	
3898	EseEjja	*quemar	kiyo-ixia-	kiyo-ixia-	k i j o + i x i a		437		419	calentar	
3899	EseEjja	*quemar	kiyo-	kiyo-	k i j o		437		419	quemar,tener fiebre	
3900	Huarayo	*quemar	tio-	tio-	t i o		437		419	quemar	
3901	Huarayo	*quemar	kia-tiyo-ne	kia-tiyo-ne	k i a + t i j o + n e		437		419	caliente	
3902	Huarayo	*quemar	e-kiyo-tewe	e-kiyo-tewe	e + k i j o + t e w e		437		419	carbón	
759	ProtoTakana	*querer	beiji	beiji	b e i ʃ i	found only in form *biji	100		57	querer	
760	Tacana	*querer	biři-da puhi	biři-da_puhi	b i ɽ i + d a + p u h i		100		57	chistoso	
761	Tacana	*querer	biři-na-	biři-na-	b i ɽ i + n a		100		57	conseguir,andar atener suerte	
762	Cavinena	*querer	bihi-da	bihi-da	b i h i + d a		100		57	querer,desear,agradar,tener ganas,gustar	
763	Cavinena	*querer	bihi-da-ma	bihi-da-ma	b i h i + d a + m a		100		57	prohibir,no querer	
764	Cavinena	*querer	ka-bihi-ti	ka-bihi-ti	k a + b i h i + t i		100	Armentia1887	57	determinar	
765	Cavinena	*querer	ka-bihi-ti-ma	ka-bihi-ti-ma	k a + b i h i + t i + m a		100	Armentia1887	57	indeterminado	
766	Cavinena	*querer	kwita-bihi-da	kwita-bihi-da	kʷ i t a + b i h i + d a		100		57	cosquilloso	
2373	ProtoTakana	*quiabó	kwesi	kwesi	kʷ e s i		275		249	quiabó	
2374	Tacana	*quiabó	kesi-da	kesi-da	k e s i + d a		275		249	que huele a pesado,quiabó	
2375	Cavinena	*quiabó	kwehi-da	kwehi-da	kʷ e h i + d a		275		249	queabó (mal odor)	
100	ProtoTakana	*quién	aʔira	aʔira	a ʔ i r a		60		3	quién	
101	Tacana	*quién	aiya	aiya	a i j a		60		3	quién (trans.)	
102	Cavinena	*quién	aira	aira	a i r a		60	Armentia1887	3	quién	
103	EseEjja	*quién	aʔya	aʔya	a ʔ j a		60		3	quién	
104	Huarayo	*quién	aya	aya	a j a		60		3	qué?,quién?	
115	ProtoTakana	*quién	aʔize	aʔize	a ʔ i z e		62		3	quién	
116	Tacana	*quién	aidhe	aidhe	a i ð e		62		3	quién	
117	Tacana	*quién	aidhe ni da	aidhe_ni_da	a i ð e + n i + d a		62		3	quién?	
118	Tacana	*quién	aidhe hia	aidhe_hia	a i ð e + h i a		62		3	quién será?	
119	Tacana	*quién	aidhe kwana	aidhe_kwana	a i ð e + kʷ a n a		62		3	quienes	
120	Tacana	*quién	aidhe-bia-me	aidhe-bia-me	a i ð e + b i a + m e		62	Armentia1887	3	algo	
121	Tacana	*quién	aidhe-ni-nehe	aidhe-ni-nehe	a i ð e + n i + n e h e		62	Armentia1887	3	con quién?	
122	Tacana	*quién	aidhe-ni-su	aidhe-ni-su	a i ð e + n i + s u		62	Armentia1887	3	de quién?	
123	Maropa	*quién	hayse	hayse	h a j s e		62		3	who?	
124	EseEjja	*quién	ače	ače	a tʃ e		62		3	cual	
125	EseEjja	*quién	ače-kemo	ače-kemo	a tʃ e + k e m o		62		3	de qué tamaño?	
126	EseEjja	*quién	áče-kawiwiso	áče-kawiwiso	á/a tʃ e + k a w i w i s o		62		3	cuantos días?	
127	EseEjja	*quién	ače-wiso	ače-wiso	a tʃ e + w i s o		62		3	cuantos?	
128	EseEjja	*quién	ače-ho	ače-ho	a tʃ e + h o		62		3	donde está?	
129	EseEjja	*quién	ače-xe	ače-xe	a tʃ e + x e		62		3	de donde?	
130	EseEjja	*quién	ače-šono	ače-šono	a tʃ e + ʃ o n o		62		3	cuándo?	
131	Huarayo	*quién	ače	ače	a tʃ e		62		3	cuál?	
132	Huarayo	*quién	ači-sono	ači-sono	a tʃ i + s o n o		62		3	cuándo	
133	Huarayo	*quién	ači-bisó	ači-bisó	a tʃ i + b i s ó/o		62		3	cuánto(s)	
134	Huarayo	*quién	ače-he	ače-he	a tʃ e + h e		62		3	por donde	
90	ProtoTakana	*qué?	aʔi	aʔi	a ʔ i		55		3	qué?	
91	Tacana	*qué?	ai	ai	a i	concept 'algun' taken from Armentia	55		3	lo que,qué?,qui cosa?,algun	
92	Tacana	*qué?	ai ni da	ai_ni_da	a i + n i + d a		55	Armentia1887	3	qué?	
93	Tacana	*qué?	ai hia	ai_hia	a i + h i a		55		3	qué será?	
94	Cavinena	*qué?	ai~aʔi	ai	a i		55		3	qué?,como?	
95	EseEjja	*qué?	ae	ae	a e		55		3	qué?,quién?,nada!	
1537	ProtoTakana	*racimo	du-	du-	d u	*du1?	181		142	racimo	
1538	Tacana	*racimo	e-du	e-du	e + d u		181		142	racimo	
1539	Cavinena	*racimo	e-du	e-du	e + d u	or from *du2?	181	Armentia1887	142	yema	
1540	Cavinena	*racimo	do-ca-	do-ca-	d o + ts a	Concept 'espesar' taken from Armentia	181		142	cocinar,preparar,espesar	
1541	Cavinena	*racimo	e-do-ca	e-do-ca	e + d o + ts a		181		142	caldo,comido	
1542	Cavinena	*racimo	do-ca-da	do-ca-da	d o + ts a + d a		181		142	turbio,espeso	
1543	Cavinena	*racimo	do-ca-da-ma	do-ca-da-ma	d o + ts a + d a + m a		181		142	ralo	
1544	Cavinena	*racimo	e-du-ta	e-du-ta	e + d u + t a		181	Armentia1887	142	coagular	
3459	ProtoTakana	*rallar,raspar	řekwe	řekwe	ɽ e kʷ e		517		369	rallar,raspar	
3460	Tacana	*rallar,raspar	reke-	reke-	r e k e		517		369	rallar	
3461	Tacana	*rallar,raspar	reke-reke-i	reke-reke-i	r e k e + r e k e + i		517		369	bejuco con espinas	
3462	Tacana	*rallar,raspar	e-reke-hi	e-reke-hi	e + r e k e + h i		517		369	rallador,serrucho	
3463	Cavinena	*rallar,raspar	rekwe-takina	rekwe-takina	r e kʷ e + t a k i n a		517	Armentia1887	369	fino,finura	
3464	EseEjja	*rallar,raspar	yekwe-	yekwe-	j e kʷ e		517		369	raspar	
